Name,Start,Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static,Time(ms),nblock,state,exp,,,,
"test(int, int, int)",6496598070,132926104,1,1,1,1024,1,1,37,304,6352,132.926104,566,373,,,,,
"test(int, int, int)",6496598582,140910979,1,1,1,1024,1,1,37,304,6352,140.910979,567,286,,,,,
"test(int, int, int)",6496598678,129377171,1,1,1,1024,1,1,37,304,6352,129.377171,568,383,,,,,
"test(int, int, int)",6496598806,121649567,1,1,1,1024,1,1,37,304,6352,121.649567,569,361,,,,,
"test(int, int, int)",6496598966,125691539,1,1,1,1024,1,1,37,304,6352,125.691539,570,387,,,,,
"test(int, int, int)",6496599062,135943279,1,1,1,1024,1,1,37,304,6352,135.943279,571,363,,,,,
"test(int, int, int)",6496599190,136683733,1,1,1,1024,1,1,37,304,6352,136.683733,572,355,,,,,
"test(int, int, int)",6496599318,147120043,1,1,1,1024,1,1,37,304,6352,147.120043,573,274,,,,,
"test(int, int, int)",6496599414,144115891,1,1,1,1024,1,1,37,304,6352,144.115891,574,290,,,,,
"test(int, int, int)",6644084916,124317763,1,1,1,1024,1,1,37,304,6352,124.317763,575,279,,,,,
"test(int, int, int)",6644084980,124483389,1,1,1,1024,1,1,37,304,6352,124.483389,576,277,,,,,
"test(int, int, int)",6644085044,124443103,1,1,1,1024,1,1,37,304,6352,124.443103,577,289,,,,,
"test(int, int, int)",6644085172,115409592,1,1,1,1024,1,1,37,304,6352,115.409592,578,291,,,,,
"test(int, int, int)",6644085204,121764412,1,1,1,1024,1,1,37,304,6352,121.764412,579,294,,,,,
"test(int, int, int)",6644085332,122930451,1,1,1,1024,1,1,37,304,6352,122.930451,580,278,,,,,
"test(int, int, int)",6644085460,128340599,1,1,1,1024,1,1,37,304,6352,128.340599,581,280,,,,,
"test(int, int, int)",6644085588,115273309,1,1,1,1024,1,1,37,304,6352,115.273309,582,284,,,,,
"test(int, int, int)",6644085684,118200663,1,1,1,1024,1,1,37,304,6352,118.200663,583,275,,,,,
"test(int, int, int)",6644085812,123880050,1,1,1,1024,1,1,37,304,6352,123.88005,584,281,,,,,
"test(int, int, int)",6644085908,112900719,1,1,1,1024,1,1,37,304,6352,112.900719,585,303,,,,,
"test(int, int, int)",6644086036,134572159,1,1,1,1024,1,1,37,304,6352,134.572159,586,277,,,,,
"test(int, int, int)",6644140914,120331246,1,1,1,1024,1,1,37,304,6352,120.331246,587,280,,,,,
"test(int, int, int)",6778965032,111892595,1,1,1,1024,1,1,37,304,6352,111.892595,588,285,,,,,
"test(int, int, int)",6778965032,116300601,1,1,1,1024,1,1,37,304,6352,116.300601,589,281,,,,,
"test(int, int, int)",6778965192,109560132,1,1,1,1024,1,1,37,304,6352,109.560132,590,280,,,,,
"test(int, int, int)",6778966248,113556409,1,1,1,1024,1,1,37,304,6352,113.556409,591,275,,,,,
"test(int, int, int)",6778966280,120768062,1,1,1,1024,1,1,37,304,6352,120.768062,592,273,,,,,
"test(int, int, int)",6778966408,111111310,1,1,1,1024,1,1,37,304,6352,111.11131,593,268,,,,,
"test(int, int, int)",6778966536,109531908,1,1,1,1024,1,1,37,304,6352,109.531908,594,257,,,,,
"test(int, int, int)",6778966632,117095294,1,1,1,1024,1,1,37,304,6352,117.095294,595,275,,,,,
"test(int, int, int)",6778988999,115124962,1,1,1,1024,1,1,37,304,6352,115.124962,596,296,,,,,
"test(int, int, int)",6779023430,119028059,1,1,1,1024,1,1,37,304,6352,119.028059,597,259,,,,,
"test(int, int, int)",6779064645,122872277,1,1,1,1024,1,1,37,304,6352,122.872277,598,307,,,,,
"test(int, int, int)",6779088036,109867801,1,1,1,1024,1,1,37,304,6352,109.867801,599,287,,,,,
"test(int, int, int)",6779120963,119724130,1,1,1,1024,1,1,37,304,6352,119.72413,600,324,,,,,
"test(int, int, int)",6902181649,138140131,1,1,1,1024,1,1,37,304,6352,138.140131,601,312,,,,,
"test(int, int, int)",6902181649,135569020,1,1,1,1024,1,1,37,304,6352,135.56902,602,325,,,,,
"test(int, int, int)",6902181905,134327080,1,1,1,1024,1,1,37,304,6352,134.32708,603,316,,,,,
"test(int, int, int)",6902182353,134294569,1,1,1,1024,1,1,37,304,6352,134.294569,604,296,,,,,
"test(int, int, int)",6902182385,146365829,1,1,1,1024,1,1,37,304,6352,146.365829,605,315,,,,,
"test(int, int, int)",6902182513,141015775,1,1,1,1024,1,1,37,304,6352,141.015775,606,352,,,,,
"test(int, int, int)",6902182641,147011343,1,1,1,1024,1,1,37,304,6352,147.011343,607,363,,,,,
"test(int, int, int)",6902182769,131913499,1,1,1,1024,1,1,37,304,6352,131.913499,608,356,,,,,
"test(int, int, int)",6902182865,144905592,1,1,1,1024,1,1,37,304,6352,144.905592,609,363,,,,,
"test(int, int, int)",6902182993,149777359,1,1,1,1024,1,1,37,304,6352,149.777359,610,373,,,,,
"test(int, int, int)",6902183089,143880316,1,1,1,1024,1,1,37,304,6352,143.880316,611,337,,,,,
"test(int, int, int)",6902183217,131258578,1,1,1,1024,1,1,37,304,6352,131.258578,612,349,,,,,
"test(int, int, int)",6902183345,137732849,1,1,1,1024,1,1,37,304,6352,137.732849,613,355,,,,,
"test(int, int, int)",7052324691,142643943,1,1,1,1024,1,1,37,304,6352,142.643943,614,289,,,,,
"test(int, int, int)",7052324691,147657273,1,1,1,1024,1,1,37,304,6352,147.657273,615,278,,,,,
"test(int, int, int)",7052324979,148231365,1,1,1,1024,1,1,37,304,6352,148.231365,616,367,,,,,
"test(int, int, int)",7052326259,141224088,1,1,1,1024,1,1,37,304,6352,141.224088,617,350,,,,,
"test(int, int, int)",7052326291,155816893,1,1,1,1024,1,1,37,304,6352,155.816893,618,356,,,,,
"test(int, int, int)",7052326419,133685470,1,1,1,1024,1,1,37,304,6352,133.68547,619,281,,,,,
"test(int, int, int)",7052326515,145729852,1,1,1,1024,1,1,37,304,6352,145.729852,620,297,,,,,
"test(int, int, int)",7052326643,135447361,1,1,1,1024,1,1,37,304,6352,135.447361,621,294,,,,,
"test(int, int, int)",7052326803,137208643,1,1,1,1024,1,1,37,304,6352,137.208643,622,297,,,,,
"test(int, int, int)",7052326867,162656272,1,1,1,1024,1,1,37,304,6352,162.656272,623,302,,,,,
"test(int, int, int)",7052327027,149573750,1,1,1,1024,1,1,37,304,6352,149.57375,624,310,,,,,
"test(int, int, int)",7052327155,166213012,1,1,1,1024,1,1,37,304,6352,166.213012,625,297,,,,,
"test(int, int, int)",7052327251,148674901,1,1,1,1024,1,1,37,304,6352,148.674901,626,284,,,,,
"test(int, int, int)",7218905658,146029777,1,1,1,1024,1,1,37,304,6352,146.029777,627,303,,,,,
"test(int, int, int)",7218905658,157155791,1,1,1,1024,1,1,37,304,6352,157.155791,628,297,,,,,
"test(int, int, int)",7218905850,144554181,1,1,1,1024,1,1,37,304,6352,144.554181,629,277,,,,,
"test(int, int, int)",7218906234,144700255,1,1,1,1024,1,1,37,304,6352,144.700255,630,268,,,,,
"test(int, int, int)",7218906234,139606000,1,1,1,1024,1,1,37,304,6352,139.606,631,282,,,,,
"test(int, int, int)",7218906394,129902945,1,1,1,1024,1,1,37,304,6352,129.902945,632,262,,,,,
"test(int, int, int)",7218906490,142081722,1,1,1,1024,1,1,37,304,6352,142.081722,633,279,,,,,
"test(int, int, int)",7218906618,125732018,1,1,1,1024,1,1,37,304,6352,125.732018,634,291,,,,,
"test(int, int, int)",7218906714,135104845,1,1,1,1024,1,1,37,304,6352,135.104845,635,281,,,,,
"test(int, int, int)",7218906842,126221089,1,1,1,1024,1,1,37,304,6352,126.221089,636,282,,,,,
"test(int, int, int)",7218906970,134346055,1,1,1,1024,1,1,37,304,6352,134.346055,637,283,,,,,
"test(int, int, int)",7218907066,141135259,1,1,1,1024,1,1,37,304,6352,141.135259,638,300,,,,,
"test(int, int, int)",7218907226,152359509,1,1,1,1024,1,1,37,304,6352,152.359509,639,292,,,,,
"test(int, int, int)",7376369374,127985220,1,1,1,1024,1,1,37,304,6352,127.98522,640,252,,,,,
"test(int, int, int)",7376369374,125373534,1,1,1,1024,1,1,37,304,6352,125.373534,641,307,,,,,
"test(int, int, int)",7376369502,107833984,1,1,1,1024,1,1,37,304,6352,107.833984,642,293,,,,,
"test(int, int, int)",7376369630,126642098,1,1,1,1024,1,1,37,304,6352,126.642098,643,307,,,,,
"test(int, int, int)",7376369662,110505795,1,1,1,1024,1,1,37,304,6352,110.505795,644,257,,,,,
"test(int, int, int)",7376369758,131146166,1,1,1,1024,1,1,37,304,6352,131.146166,645,279,,,,,
"test(int, int, int)",7376369854,112076556,1,1,1,1024,1,1,37,304,6352,112.076556,646,281,,,,,
"test(int, int, int)",7376369982,111565758,1,1,1,1024,1,1,37,304,6352,111.565758,647,285,,,,,
"test(int, int, int)",7376370142,118162105,1,1,1,1024,1,1,37,304,6352,118.162105,648,299,,,,,
"test(int, int, int)",7376387134,109361930,1,1,1,1024,1,1,37,304,6352,109.36193,649,290,,,,,
"test(int, int, int)",7376459003,115408440,1,1,1,1024,1,1,37,304,6352,115.40844,650,278,,,,,
"test(int, int, int)",7376482394,126940072,1,1,1,1024,1,1,37,304,6352,126.940072,651,313,,,,,
"test(int, int, int)",7376513913,131007483,1,1,1,1024,1,1,37,304,6352,131.007483,652,295,,,,,
"test(int, int, int)",7507887463,124053868,1,1,1,1024,1,1,37,304,6352,124.053868,653,294,,,,,
"test(int, int, int)",7507887559,130115834,1,1,1,1024,1,1,37,304,6352,130.115834,654,298,,,,,
"test(int, int, int)",7507887687,131910555,1,1,1,1024,1,1,37,304,6352,131.910555,655,312,,,,,
"test(int, int, int)",7507887783,127861768,1,1,1,1024,1,1,37,304,6352,127.861768,656,301,,,,,
"test(int, int, int)",7507945541,134218859,1,1,1,1024,1,1,37,304,6352,134.218859,657,324,,,,,
"test(int, int, int)",7507992963,124208071,1,1,1,1024,1,1,37,304,6352,124.208071,658,229,,,,,
"test(int, int, int)",7508020546,130285908,1,1,1,1024,1,1,37,304,6352,130.285908,659,311,,,,,
"test(int, int, int)",7508041090,135266790,1,1,1,1024,1,1,37,304,6352,135.26679,660,301,,,,,
"test(int, int, int)",7508051169,123503552,1,1,1,1024,1,1,37,304,6352,123.503552,661,239,,,,,
"test(int, int, int)",7508063713,128667148,1,1,1,1024,1,1,37,304,6352,128.667148,662,236,,,,,
"test(int, int, int)",7508081856,131294385,1,1,1,1024,1,1,37,304,6352,131.294385,663,254,,,,,
"test(int, int, int)",7508219068,130857631,1,1,1,1024,1,1,37,304,6352,130.857631,664,260,,,,,
"test(int, int, int)",7508241979,123343716,1,1,1,1024,1,1,37,304,6352,123.343716,665,253,,,,,
"test(int, int, int)",7643614014,141220984,1,1,1,1024,1,1,37,304,6352,141.220984,666,258,,,,,
"test(int, int, int)",7643614270,147675287,1,1,1,1024,1,1,37,304,6352,147.675287,667,253,,,,,
"test(int, int, int)",7643614462,135458176,1,1,1,1024,1,1,37,304,6352,135.458176,668,299,,,,,
"test(int, int, int)",7643614686,119077177,1,1,1,1024,1,1,37,304,6352,119.077177,669,367,,,,,
"test(int, int, int)",7643614782,126977446,1,1,1,1024,1,1,37,304,6352,126.977446,670,380,,,,,
"test(int, int, int)",7643614910,135754325,1,1,1,1024,1,1,37,304,6352,135.754325,671,383,,,,,
"test(int, int, int)",7643615006,131818846,1,1,1,1024,1,1,37,304,6352,131.818846,672,378,,,,,
"test(int, int, int)",7643615134,141557612,1,1,1,1024,1,1,37,304,6352,141.557612,673,370,,,,,
"test(int, int, int)",7643615294,131981368,1,1,1,1024,1,1,37,304,6352,131.981368,674,381,,,,,
"test(int, int, int)",7643615390,135439328,1,1,1,1024,1,1,37,304,6352,135.439328,675,378,,,,,
"test(int, int, int)",7643615518,132572452,1,1,1,1024,1,1,37,304,6352,132.572452,676,364,,,,,
"test(int, int, int)",7643615646,124619288,1,1,1,1024,1,1,37,304,6352,124.619288,677,388,,,,,
"test(int, int, int)",7643615742,120684481,1,1,1,1024,1,1,37,304,6352,120.684481,678,375,,,,,
"test(int, int, int)",7791595307,112559003,1,1,1,1024,1,1,37,304,6352,112.559003,679,627,,,,,
"test(int, int, int)",7791595339,108292335,1,1,1,1024,1,1,37,304,6352,108.292335,680,250,,,,,
"test(int, int, int)",7791595435,118478605,1,1,1,1024,1,1,37,304,6352,118.478605,681,254,,,,,
"test(int, int, int)",7791595531,118767875,1,1,1,1024,1,1,37,304,6352,118.767875,682,259,,,,,
"test(int, int, int)",7791595563,115072228,1,1,1,1024,1,1,37,304,6352,115.072228,683,384,,,,,
"test(int, int, int)",7791595723,125419836,1,1,1,1024,1,1,37,304,6352,125.419836,684,372,,,,,
"test(int, int, int)",7791595819,123075182,1,1,1,1024,1,1,37,304,6352,123.075182,685,253,,,,,
"test(int, int, int)",7791595947,112205223,1,1,1,1024,1,1,37,304,6352,112.205223,686,268,,,,,
"test(int, int, int)",7791596043,123724567,1,1,1,1024,1,1,37,304,6352,123.724567,687,273,,,,,
"test(int, int, int)",7791596171,125378814,1,1,1,1024,1,1,37,304,6352,125.378814,688,256,,,,,
"test(int, int, int)",7791614570,116569104,1,1,1,1024,1,1,37,304,6352,116.569104,689,258,,,,,
"test(int, int, int)",7791614698,109359306,1,1,1,1024,1,1,37,304,6352,109.359306,690,462,,,,,
"test(int, int, int)",7791634793,113326593,1,1,1,1024,1,1,37,304,6352,113.326593,691,241,,,,,
"test(int, int, int)",7917379387,98278699,1,1,1,1024,1,1,37,304,6352,98.278699,692,245,,,,,
"test(int, int, int)",7917379419,109821466,1,1,1,1024,1,1,37,304,6352,109.821466,693,255,,,,,
"test(int, int, int)",7917380283,93309751,1,1,1,1024,1,1,37,304,6352,93.309751,694,230,,,,,
"test(int, int, int)",7917380635,93186908,1,1,1,1024,1,1,37,304,6352,93.186908,695,244,,,,,
"test(int, int, int)",7917380635,93631468,1,1,1,1024,1,1,37,304,6352,93.631468,696,235,,,,,
"test(int, int, int)",7917380763,101262371,1,1,1,1024,1,1,37,304,6352,101.262371,697,223,,,,,
"test(int, int, int)",7917380891,101616887,1,1,1,1024,1,1,37,304,6352,101.616887,698,310,,,,,
"test(int, int, int)",7917381019,106763204,1,1,1,1024,1,1,37,304,6352,106.763204,699,300,,,,,
"test(int, int, int)",7917416153,100774837,1,1,1,1024,1,1,37,304,6352,100.774837,700,282,,,,,
"test(int, int, int)",7917450840,98633919,1,1,1,1024,1,1,37,304,6352,98.633919,701,257,,,,,
"test(int, int, int)",7917485815,102421659,1,1,1,1024,1,1,37,304,6352,102.421659,702,245,,,,,
"test(int, int, int)",7917540565,102848429,1,1,1,1024,1,1,37,304,6352,102.848429,703,236,,,,,
"test(int, int, int)",7917558549,99585597,1,1,1,1024,1,1,37,304,6352,99.585597,704,233,,,,,
"test(int, int, int)",8027517482,99709177,1,1,1,1024,1,1,37,304,6352,99.709177,705,300,,,,,
"test(int, int, int)",8027517482,99199435,1,1,1,1024,1,1,37,304,6352,99.199435,706,298,,,,,
"test(int, int, int)",8027518058,95722564,1,1,1,1024,1,1,37,304,6352,95.722564,707,310,,,,,
"test(int, int, int)",8027587912,115731597,1,1,1,1024,1,1,37,304,6352,115.731597,708,295,,,,,
"test(int, int, int)",8027628934,120347821,1,1,1,1024,1,1,37,304,6352,120.347821,709,298,,,,,
"test(int, int, int)",8027641222,100579515,1,1,1,1024,1,1,37,304,6352,100.579515,710,287,,,,,
"test(int, int, int)",8027651845,118031453,1,1,1,1024,1,1,37,304,6352,118.031453,711,308,,,,,
"test(int, int, int)",8027809984,111486848,1,1,1,1024,1,1,37,304,6352,111.486848,712,321,,,,,
"test(int, int, int)",8148295976,97790332,1,1,1,1024,1,1,37,304,6352,97.790332,713,259,,,,,
"test(int, int, int)",8148315687,108438282,1,1,1,1024,1,1,37,304,6352,108.438282,714,335,,,,,
"test(int, int, int)",8148359334,108609476,1,1,1,1024,1,1,37,304,6352,108.609476,715,322,,,,,
"test(int, int, int)",8148438851,104984994,1,1,1,1024,1,1,37,304,6352,104.984994,716,307,,,,,
"test(int, int, int)",8257274111,108628644,1,1,1,1024,1,1,37,304,6352,108.628644,717,333,,,,,
"test(int, int, int)",8257274335,94522574,1,1,1,1024,1,1,37,304,6352,94.522574,718,267,,,,,
"test(int, int, int)",8257274463,90395965,1,1,1,1024,1,1,37,304,6352,90.395965,719,314,,,,,
"test(int, int, int)",8257274591,100967918,1,1,1,1024,1,1,37,304,6352,100.967918,720,337,,,,,
"test(int, int, int)",8257274623,99258921,1,1,1,1024,1,1,37,304,6352,99.258921,721,321,,,,,
"test(int, int, int)",8257274719,92087970,1,1,1,1024,1,1,37,304,6352,92.08797,722,321,,,,,
"test(int, int, int)",8257274847,96642756,1,1,1,1024,1,1,37,304,6352,96.642756,723,317,,,,,
"test(int, int, int)",8257274943,89635735,1,1,1,1024,1,1,37,304,6352,89.635735,724,331,,,,,
"test(int, int, int)",8257355676,99640956,1,1,1,1024,1,1,37,304,6352,99.640956,725,340,,,,,
"test(int, int, int)",8366207832,94418929,1,1,1,1024,1,1,37,304,6352,94.418929,726,309,,,,,
"test(int, int, int)",8366207960,91298302,1,1,1,1024,1,1,37,304,6352,91.298302,727,266,,,,,
"test(int, int, int)",8366208088,93505137,1,1,1,1024,1,1,37,304,6352,93.505137,728,267,,,,,
"test(int, int, int)",8366208216,95695397,1,1,1,1024,1,1,37,304,6352,95.695397,729,281,,,,,
"test(int, int, int)",8366226904,101481020,1,1,1,1024,1,1,37,304,6352,101.48102,730,260,,,,,
"test(int, int, int)",8366259287,86773306,1,1,1,1024,1,1,37,304,6352,86.773306,731,277,,,,,
"test(int, int, int)",8366259383,87879828,1,1,1,1024,1,1,37,304,6352,87.879828,732,252,,,,,
"test(int, int, int)",8366388402,104433685,1,1,1,1024,1,1,37,304,6352,104.433685,733,279,,,,,
"test(int, int, int)",8471158140,97857113,1,1,1,1024,1,1,37,304,6352,97.857113,734,266,,,,,
"test(int, int, int)",8471192859,91821675,1,1,1,1024,1,1,37,304,6352,91.821675,735,258,,,,,
"test(int, int, int)",8471272568,89425022,1,1,1,1024,1,1,37,304,6352,89.425022,736,258,,,,,
"test(int, int, int)",8471292279,106883776,1,1,1,1024,1,1,37,304,6352,106.883776,737,245,,,,,
"test(int, int, int)",8578482093,91438488,1,1,1,1024,1,1,37,304,6352,91.438488,738,250,,,,,
"test(int, int, int)",8578482573,110003092,1,1,1,1024,1,1,37,304,6352,110.003092,739,249,,,,,
"test(int, int, int)",8578482701,101963531,1,1,1,1024,1,1,37,304,6352,101.963531,740,257,,,,,
"test(int, int, int)",8578482797,94619114,1,1,1,1024,1,1,37,304,6352,94.619114,741,273,,,,,
"test(int, int, int)",8578535211,97772029,1,1,1,1024,1,1,37,304,6352,97.772029,742,251,,,,,
"test(int, int, int)",8578556202,100959662,1,1,1,1024,1,1,37,304,6352,100.959662,743,228,,,,,
"test(int, int, int)",8688729400,98996114,1,1,1,1024,1,1,37,304,6352,98.996114,744,229,,,,,
"test(int, int, int)",8688729528,106904832,1,1,1,1024,1,1,37,304,6352,106.904832,745,210,,,,,
"test(int, int, int)",8688729656,86386728,1,1,1,1024,1,1,37,304,6352,86.386728,746,214,,,,,
"test(int, int, int)",8688729752,93793671,1,1,1,1024,1,1,37,304,6352,93.793671,747,241,,,,,
"test(int, int, int)",8688748376,87687866,1,1,1,1024,1,1,37,304,6352,87.687866,748,239,,,,,
"test(int, int, int)",8688773591,103687087,1,1,1,1024,1,1,37,304,6352,103.687087,749,222,,,,,
"test(int, int, int)",8795968684,102893707,1,1,1,1024,1,1,37,304,6352,102.893707,750,226,,,,,
"test(int, int, int)",8795987211,88964783,1,1,1,1024,1,1,37,304,6352,88.964783,751,233,,,,,
"test(int, int, int)",8796039434,107521322,1,1,1,1024,1,1,37,304,6352,107.521322,752,227,,,,,
"test(int, int, int)",8903912904,83116921,1,1,1,1024,1,1,37,304,6352,83.116921,753,263,,,,,
"test(int, int, int)",8903945222,81781800,1,1,1,1024,1,1,37,304,6352,81.7818,754,251,,,,,
"test(int, int, int)",8987380213,102942761,1,1,1,1024,1,1,37,304,6352,102.942761,755,0,,,,,
